index,original_gen_str,reason
1852," description
0.36 0.65 0.19
Y
0.36 0.15 0.19
Y
0.86 0.65 0.19
Y
0.36 0.65 0.69
Y
0.86 0.15 0.69
Mg
0.86 0.15 0.19
Mg
0.36 0.15 0.69
Mg
0.86 0.65 0.69
Generate a description of the lengths and angles of the lattice vectors and then an element type and the coordinates for each atom within the lattice:
5.3 5.3 5.3
90 90 90Dy
0.64 0.42 0.46
Dy
0.14 0.88 0.46
Dy
0.14 0.42 0.96
Dy
0.64 0.88 0.96
0.88 0.92 0.21
Dy
0.60 0.14 0.21
Dy
0.88 0.14 0.93
Dy
0.60 0.92 0.43
Dy
0.38 0.14 0.93
Dy
0.10 0.14 0.21
Dy
0.10 0.42 0.43
Dy
0.38 0.42 0.71
Mg
0.10 0.64 0.71
Mg
0.60 0.64 0.21
Mg
0.10 0.92 0.71
Mg
0.60 0.92 0.71
Mg
0.60 0.64 0.71
Mg
0.10 0.64 0.21
Mg
0.60 0.42 0.21
Mg
0.10 0.42 0.71
0.30 0.02 0.41
Mg
0.30 0.38 0.32
Mg
0.40 0.80 0.","Invalid structure: lengths=3, angles=0, species=15"
1894," description
0.09 0.33 0.83
Y
0.50 0.74 0.08
Y
0.50 0.74 0.58
Y
0.00 0.24 0.33
Fe
0.00 0.74 0.33
Fe
0.50 0.24 0.33
Fe
0.50 0.24 0.83
Fe
0.00 0.74 0.83
O
0.50 0.44 0.17
O
0.50 0.04 0.17
O
0.80 0.74 0.18
O
0.20 0.74 0.18
O
0.50 0.44 0.48
O
0.50 0.04 0.48
O
0.80 0.74 0.49
O
0.20 0.74 0.49
O
0.29 0.22 0.68
O
0.71 0.26 0.68
O
0.02 0.54 0.68
O
0.98 0.95 0.68
O
0.29 0.22 0.97
O
0.71 0.26 0.97
O
0.02 0.54 0.98
O
0.98 0.95 0.98
0.85 0.08 0.16
O
0.16 0.40 0.16
O
0.16 0.40 0.50
O
0.85 0.08 0.50
O
0.30 0.76 0.83
O
0.70 0.73 0.83
O
0.49 0.55 0.83
O
0.51 0.94 0.83
0.65 0.90 0.33
O
0.35 0.58 0.33
0.00 0.24 0.83
0.35 0.91 0.","Invalid structure: lengths=3, angles=0, species=7"
1923," description of the lattice type and angles:
 P2
0.39 0.51 0.65
P2
0.89 0.01 0.15
Pb
0.64 0.76 0.90
Pb
0.14 0.26 0.40
Au
0.39 0.01 0.65
Au
0.89 0.51 0.15
Au
0.39 0.01 0.15
Au
0.89 0.51 0.65
0.72 0.38 0.98
Au
0.22 0.88 0.48
Au
0.56 0.64 0.32
Au
0.06 0.14 0.82
Au
0.51 0.14 0.82
Au
0.01 0.64 0.32
Au
0.72 0.93 0.48
Au
0.22 0.43 0.98
Au
0.56 0.69 0.61
Au
0.06 0.19 0.11
Au
0.39 0.38 0.32
Au
0.89 0.88 0.82
Au
0.83 0.14 0.61
Au
0.33 0.64 0.11
Au
0.22 0.76 0.82
Au
0.72 0.26 0.32
Au
0.06 0.54 0.82
Au
0.56 0.04 0.32
Au
0.22 0.26 0.65
Au
0.72 0.76 0.15
0.94 0.98 0.37
Au
0.44 0.48 0.87
0.05 0.09 0.62
Au
0.55 0.59 0.12
Au
0.94 0.33 0.81
Au
0.44 0.83 0.31
Au
0.80 0.19 0.95
Au","Invalid structure: lengths=3, angles=0, species=24"
2016," description of the lattice type and 37.6
90 90 90
Lu
0.37 0.35 0.03
Lu
0.87 0.35 0.59
Lu
0.12 0.85 0.09
Lu
0.62 0.85 0.53
Cu
0.91 0.85 0.87
Cu
0.41 0.85 0.75
Cu
0.59 0.35 0.25
Cu
0.09 0.35 0.37
Pb
0.79 0.85 0.20
Pb
0.29 0.85 0.42
Pb
0.70 0.35 0.92
Pb
0.20 0.35 0.70
S
0.02 0.35 0.06
S
0.52 0.35 0.56
S
0.47 0.85 0.06
S
0.97 0.85 0.56
S
0.58 0.60 0.76
S
0.08 0.10 0.86
S
0.91 0.10 0.36
S
0.41 0.60 0.26
S
0.91 0.60 0.36
S
0.41 0.10 0.26
S
0.58 0.10 0.76
S
0.08 0.60 0.86Y
0.20 0.72 0.68
Y
0.70 0.98 0.94
Y
0.29 0.22 0.44
Y
0.79 0.48 0.18
Y
0.29 0.48 0.94
Y
0.79 0.22 0.68
Y
0.20 0.98 0.18
Y
0.70 0.72 0.44
0.02 0.59 0.56
S
0.52 0.10 0.06
S
0.","Invalid structure: lengths=3, angles=0, species=8"
2086," description
0.64 0.64 0.06
Dy
0.64 0.64 0.56
Dy
0.14 0.14 0.56
Dy
0.14 0.64 0.06
Dy
0.14 0.64 0.56
Dy
0.64 0.14 0.56
Dy
0.64 0.14 0.06
Dy
0.14 0.14 0.06
0.89 0.39 0.31
Dy
0.39 0.89 0.31
Dy
0.39 0.39 0.81
Dy
0.89 0.89 0.81
Dy
0.39 0.89 0.81
Dy
0.89 0.39 0.81
Dy
0.89 0.89 0.31
Dy
0.39 0.39 0.31
O
0.27 0.77 0.97
O
0.77 0.27 0.97
O
0.52 0.02 0.97
O
0.77 0.77 0.15
O
0.77 0.02 0.47
O
0.52 0.77 0.65
O
0.77 0.52 0.47
O
0.02 0.77 0.65
O
0.27 0.52 0.47
O
0.27 0.02 0.47
O
0.27 0.27 0.65
O
0.02 0.02 0.97
O
0.02 0.27 0.47
O
0.27 0.52 0.97
O
0.52 0.27 0.47
O
0.52 0.52 0.65
O
0.52 0.27 0.15
O
0.77 0.52 0.97
O
0.02 0.27 0","Invalid structure: lengths=3, angles=0, species=26"
2104," description
0.65 0.13 0.32
Li
0.15 0.63 0.82
Li
0.65 0.13 0.82
Li
0.15 0.63 0.32
Sb
0.65 0.63 0.07
Sb
0.15 0.13 0.57
S
0.31 0.82 0.07
S
0.81 0.32 0.57
S
0.99 0.95 0.57
S
0.49 0.45 0.07
S
0.84 0.80 0.87
S
0.34 0.30 0.37
S
0.46 0.97 0.56
S
0.96 0.47 0.06
0.84 0.80 0.27
S
0.34 0.30 0.77
S
0.56 0.52 0.57
S
0.06 0.02 0.07
0.98 0.45 0.78
S
0.48 0.95 0.28
S
0.81 0.32 0.07
S
0.31 0.82 0.57
S
0.02 0.53 0.56
S
0.52 0.03 0.06
S
0.98 0.07 0.77
S
0.48 0.57 0.27
S
0.81 0.70 0.77
S
0.31 0.20 0.27
S
0.76 0.15 0.56
S
0.26 0.65 0.06
0.32 0.57 0.57
S
0.82 0.07 0.07
S
0.80 0.53 0.39
S
0.30 0.03 0.89
S
0.81 0.54 0.95
S
0.31 0.04","Invalid structure: lengths=3, angles=0, species=8"
2108," description
1.000 1.00 0.59
Dg
0.50 0.50 0.59
Y
1.00 0.50 0.09
Hg
0.50 0.00 0.09
Hg
1.00 1.00 0.09
Hg
1.00 0.50 0.59
Hg
0.50 0.50 0.09ression
1.00 0.00 0.59
Hg
0.50 1.00 0.59
Hg
0.50 0.50 0.09
0.50 0.00 0.84
Hg
1.00 0.00 0.84
Hg
1.00 0.50 0.34
Hg
0.50 0.50 0.84
Hg
0.50 0.50 0.34
Hg
0.50 0.00 0.34
Hg
1.00 0.50 0.84
Hg
1.00 0.00 0.34
0.50 0.75 0.34
Hg
0.25 0.25 0.09
Hg
0.75 0.75 0.59
Hg
0.75 0.25 0.59
Hg
0.75 0.75 0.09
Hg
0.75 0.25 0.09
Hg
0.25 0.75 0.59
Hg
0.25 0.25 0.59
0.50 0.25 0.34
Hg
0.25 0.75 0.09
Hg
0.75 0.25 0.84
Hg
0.75 0.75 0.84
Hg
0.25 0.25 0.84
Hg
0.25 0.75 0.84
0.25 0.25 0.34
1.00 0.75 0.34
","Invalid structure: lengths=3, angles=0, species=10"
2151," description of the lattice and zero ""0.0"" or ""0.00"" for the energy above the convex hull and 0.00
4.0 0.00 7.2
90 90 90
Na
0.86 0.50 0.76
Na
0.36 0.00 0.08
Cr
0.36 0.50 0.42
Cr
0.86 0.00 0.42
Se
0.86 0.50 0.20
Se
0.36 0.00 0.64
Se
0.36 0.50 0.95
Se
0.86 0.00 0.95A
0.86 0.00 0.62
Se
0.36 0.50 0.62
Se
0.86 0.00 0.21
Se
0.36 0.50 0.21
0.86 0.50 0.46
0.36 0.00 0.37
0.36 0.50 0.77
Se
0.86 0.00 0.77
Se
0.36 0.50 0.07
Se
0.86 0.00 0.07
Se
0.11 0.75 0.27
Se
0.61 0.25 0.27
Se
0.11 0.26 0.27
Se
0.61 0.76 0.27
0.61 0.75 0.57
Se
0.11 0.25 0.57
Se
0.61 0.26 0.57
Se
0.11 0.76 0.57
0.11 0.75 0.92
Se
0.61 0.25 0.92
Se
0.11 0.26 0.92
Se
0.61 0.76 0.92
Se
0.11 0.75 0.42
Se
0.61 0.25 0.42
Se
0.11 ","Invalid structure: lengths=3, angles=0, species=7"
2172," description of the lattice and 5.9
59 59 59
Sr
0.40 0.34 0.87
Sr
0.90 0.84 0.37
Sr
0.65 0.59 0.12
Sr
0.15 0.09 0.62
Mg
0.02 0.97 0.99
Mg
0.77 0.72 0.74
In
0.27 0.22 0.24
0.52 0.47 0.49
0.02 0.97 0.49
Mg
0.52 0.97 0.49
Mg
0.02 0.47 0.49
Mg
0.02 0.47 0.99
Mg
0.52 0.97 0.99
0.35 0.30 0.32
Mg
0.69 0.64 0.65
Mg
0.35 0.30 0.81
Mg
0.85 0.80 0.82
Mg
0.19 0.64 0.65
Mg
0.69 0.14 0.65
Mg
0.69 0.14 0.15
Mg
0.19 0.64 0.15
Mg
0.35 0.80 0.82
Mg
0.85 0.30 0.32
Mg
0.85 0.30 0.81
Mg
0.19 0.14 0.15
0.52 0.47 0.99
0.02 0.97 0.99
0.69 0.64 0.32
Hg
0.35 0.80 0.32
Hg
0.19 0.97 0.82
Hg
0.85 0.80 0.15
Hg
0.36 0.30 0.65
Hg
0.19 0.47 0.15
Hg
0.86","Invalid structure: lengths=3, angles=0, species=11"
2181," description
0.01 0.02 0.70
P
0.63 0.63 0.70
P
0.40 0.40 0.70
P
0.63 0.02 0.53
P
0.01 0.40 0.87
P
0.40 0.02 0.87
P
0.01 0.63 0.53
0.01 0.52 0.20
P
0.51 0.02 0.20
0.51 0.52 0.20
0.01 0.02 0.20
0.21 0.22 0.38
P
0.82 0.83 0.01
P
0.21 0.83 0.01
P
0.82 0.22 0.38
P
0.82 0.22 0.01
P
0.21 0.83 0.38
P
0.82 0.83 0.38
P
0.21 0.22 0.01
0.51 0.52 0.70
0.51 0.02 0.70
P
0.01 0.52 0.70
P
0.01 0.02 0.50
P
0.01 0.52 0.90
P
0.51 0.02 0.90
P
0.01 0.52 0.50
P
0.51 0.52 0.50
P
0.51 0.52 0.90
0.51 0.02 0.50
P
0.01 0.52 0.90
0.01 0.02 0.90
P
0.51 0.52 0.90
P
0.51 0.02 0.50
P
0.01 0.52 0.50
P
0.01 0.02 0.50
0.51 0.52 0.50
P","Invalid structure: lengths=3, angles=0, species=3"
2197," description of the lattice and angle 90 90 90
Cs
0.67 0.86 0.16
Cs
0.17 0.56 0.98
Cs
0.97 0.36 0.48
Cs
0.47 0.06 0.66
Dy
0.93 0.09 0.96
Dy
0.43 0.33 0.18
Dy
0.71 0.59 0.68
Dy
0.21 0.83 0.46
Zn
0.41 0.54 0.44
Zn
0.91 0.88 0.70
Zn
0.23 0.04 0.20
Zn
0.73 0.38 0.94
Se
0.97 0.81 0.50
Se
0.47 0.60 0.64
Se
0.68 0.31 0.14
Se
0.18 0.10 0.00
Se
0.72 0.20 0.76
Se
0.22 0.22 0.38
Se
0.92 0.70 0.88
Se
0.42 0.72 0.26
Se
0.64 0.49 0.39
Se
0.14 0.92 0.75
Se
0.01 0.99 0.25
Se
0.51 0.42 0.89
0.79 0.75 0.83
Se
0.29 0.67 0.31
Se
0.85 0.25 0.81
Se
0.35 0.17 0.33
0.37 0.39 0.51
Se
0.87 0.03 0.63
Se
0.27 0.89 0.13
Se
0.77 0.53 0.01
0.54 0.93 0.92
Se
0.04 0.48 0.22
Se
0.10 ","Invalid structure: lengths=3, angles=0, species=5"
2262," description
0.68 0.52 0.53
Tl
0.06 0.90 0.03
Tl
0.56 0.40 0.03
Tl
0.41 0.74 0.76
Tl
0.91 0.24 0.76
Tl
0.41 0.10 0.30
Tl
0.91 0.60 0.30
0.40 0.75 0.28
Tl
0.90 0.25 0.28
Tl
0.40 0.09 0.78
Tl
0.90 0.59 0.78
0.73 0.91 0.51
Tl
0.23 0.41 0.51
Tl
0.73 0.91 0.01
Tl
0.23 0.41 0.01
Tl
0.08 0.06 0.51
Tl
0.58 0.56 0.51
Tl
0.08 0.77 0.01
Tl
0.58 0.27 0.01
Tl
0.74 0.72 0.17
Tl
0.24 0.22 0.17
Tl
0.74 0.11 0.67
Tl
0.24 0.61 0.67
0.24 0.72 0.45
Tl
0.74 0.22 0.45
Tl
0.24 0.11 0.95
Tl
0.74 0.61 0.95
0.23 0.72 0.19
Tl
0.73 0.22 0.19
Tl
0.23 0.11 0.69
Tl
0.73 0.61 0.69
0.52 0.82 0.49
Tl
0.02 0.32 0.49
Tl
0.52 0.01 0.99","Invalid structure: lengths=3, angles=0, species=8"
2300," description
1.00 1.00 1.00
Cd
0.99 0.50 0.99
Cd
0.50 0.01 0.50
Mn
0.49 0.50 0.50
Mn
0.99 1.00 0.50
Mn
0.49 1.00 1.00
Mn
0.49 0.50 1.00
O
0.24 0.25 0.25
O
0.74 0.75 0.75
O
0.73 0.25 0.25
O
0.24 0.75 0.75
O
0.24 0.74 0.25
O
0.74 0.25 0.75
O
0.24 0.25 0.75
O
0.74 0.74 0.25
0.49 0.50 0.25
O
0.99 0.00 0.75
O
0.49 0.00 0.25
O
0.99 0.50 0.75
0.74 0.75 0.00
O
0.24 0.25 0.50
O
0.24 0.75 1.00
O
0.74 0.25 1.00
O
0.49 0.50 0.75
O
0.99 0.00 0.25
0.49 0.00 0.75
0.99 0.50 0.25
0.74 0.25 0.50
0.24 0.75 0.50
0.99 0.00 0.25
0.49 0.50 0.75
0.24 0.25 0.00
0.74 0.75 0.50
0.74 0.25 0.00
0.24 0.75 0.50
0.99 0.50 0.75
0.","Invalid structure: lengths=3, angles=0, species=3"
2377," description
0.24 0.41 0.83
Tc
0.56 0.23 0.33
Tc
0.42 0.73 0.02
Tc
0.06 0.09 0.52
Tc
0.92 0.59 0.83
Tc
0.46 0.66 0.67
Tc
0.51 0.16 0.78
Tc
0.96 0.55 0.28
Tc
0.01 0.05 0.17
Ge
0.31 0.98 0.33
Ge
0.66 0.48 0.02
Ge
0.81 0.84 0.52
Ge
0.16 0.34 0.33
Ge
0.40 0.76 0.36
Ge
0.57 0.26 0.07
Ge
0.90 0.56 0.57
Ge
0.07 0.06 0.86
0.82 0.83 0.99
Ge
0.14 0.33 0.56
Ge
0.32 0.99 0.06
Ge
0.64 0.49 0.49
0.20 0.69 0.19
Ge
0.75 0.19 0.26
Ge
0.70 0.13 0.76
Ge
0.25 0.63 0.69
Ge
0.44 0.38 0.70
Ge
0.51 0.88 0.75
Ge
0.94 0.44 0.25
Ge
0.01 0.94 0.20
0.24 0.65 0.46
Ge
0.72 0.15 0.99
Ge
0.74 0.17 0.49
Ge
0.22 0.67 0.96
0.34 0.27 0.08
Ge
0.62 0.77 0.37
Ge
0.84 ","Invalid structure: lengths=3, angles=0, species=6"
2414," description of the lattice type and angle
0.107 0.71 0.07
B
0.68 0.21 0.57
B
0.18 0.21 0.57
B
0.93 0.96 0.57
B
0.43 0.46 0.57
B
0.43 0.96 0.57
B
0.93 0.46 0.57
B
0.68 0.71 0.82
B
0.18 0.71 0.82
B
0.68 0.21 0.32
B
0.18 0.21 0.32
B
0.43 0.96 0.32
B
0.93 0.46 0.32
B
0.43 0.46 0.82
B
0.93 0.96 0.82
W
0.18 0.46 0.57
W
0.68 0.96 0.07
W
0.68 0.96 0.57
W
0.18 0.46 0.07
W
0.68 0.46 0.57
W
0.18 0.96 0.07
W
0.18 0.96 0.57
W
0.68 0.46 0.07
0.68 0.46 0.82
W
0.18 0.96 0.32
W
0.18 0.96 0.82
W
0.68 0.46 0.32
0.68 0.21 0.07
W
0.18 0.71 0.57
W
0.18 0.21 0.07
W
0.68 0.71 0.57
W
0.43 0.46 0.07
W
0.93 0.96 0.57
W
0.43 0.96 0.07
W
0.93 0.46 0.57
W
0.43 ","Invalid structure: lengths=3, angles=0, species=3"
2422," description of the lattice and energy above the convex hull is 0.0
0.10 0.10 0.68
Er
0.59 0.61 0.68
Er
0.09 0.61 0.18
Er
0.59 0.11 0.18
F
0.34 0.36 0.43
F
0.84 0.36 0.93
F
0.84 0.86 0.43
F
0.34 0.86 0.93
F
0.34 0.86 0.43
F
0.84 0.86 0.93
F
0.84 0.36 0.43
F
0.34 0.36 0.93
F
0.59 0.61 0.18
F
0.09 0.61 0.68
F
0.59 0.11 0.68
F
0.09 0.11 0.18
0.09 0.61 0.68
F
0.59 0.11 0.68
F
0.09 0.11 0.18
0.59 0.61 0.18
0.34 0.36 0.93
F
0.84 0.36 0.43
F
0.34 0.86 0.43
F
0.84 0.86 0.93
F
0.84 0.36 0.93
F
0.34 0.86 0.93
F
0.84 0.86 0.43
F
0.34 0.36 0.43
F
0.59 0.36 0.68
F
0.09 0.36 0.18
F
0.84 0.61 0.18
F
0.84 0.11 0.68
F
0.09 0.86 0.18
F
0.59 0.86 0.68
F
0.34 0.61 0.68","Invalid structure: lengths=3, angles=0, species=16"
2445," description
0.02 0.31 0.07
Tc
0.25 0.08 0.57
Tc
0.52 0.58 0.84
Tc
0.75 0.81 0.34
Tc
0.25 0.81 0.84
Tc
0.02 0.58 0.57
Tc
0.52 0.08 0.34
Tc
0.75 0.31 0.57
Tc
0.75 0.08 0.84
Tc
0.25 0.58 0.34
Tc
0.02 0.08 0.34
Tc
0.75 0.58 0.07
Tc
0.25 0.31 0.84
Tc
0.02 0.81 0.07
Tc
0.52 0.31 0.07
Tc
0.52 0.81 0.57ing
0.03 0.32 0.57
Tc
0.53 0.82 0.07
Tc
0.26 0.08 0.07
Tc
0.76 0.58 0.57
Tc
0.76 0.08 0.07
Tc
0.26 0.58 0.57
Tc
0.53 0.32 0.57
Tc
0.03 0.82 0.07
Tc
0.75 0.31 0.32
Tc
0.25 0.81 0.82
Tc
0.75 0.81 0.82
Tc
0.25 0.31 0.32
Tc
0.25 0.81 0.32
Tc
0.75 0.31 0.82
Tc
0.75 0.81 0.57
Tc
0.25 0.31 0.07
0.75 0.31 0.32
Tc
0.25 0.","Invalid structure: lengths=3, angles=0, species=16"
2468," description of the lattice type and 90 90 90
Tb
0.19 0.40 0.10
Tb
0.69 0.90 0.60
Cd
0.19 0.90 0.85
Cd
0.19 0.90 0.35
Ag
0.69 0.16 0.85
Ag
0.69 0.65 0.35
Ag
0.93 0.40 0.85
Ag
0.44 0.40 0.35
Ag
0.93 0.65 0.10
Ag
0.44 0.16 0.60
Ag
0.44 0.65 0.10
Ag
0.93 0.16 0.60
0.53 0.06 0.25
Ag
0.03 0.56 0.50
Ag
0.03 0.24 0.25
Ag
0.34 0.56 0.75
Ag
0.53 0.75 0.75
Ag
0.03 0.56 0.75
Ag
0.84 0.06 0.25
Ag
0.53 0.06 0.94
Ag
0.53 0.74 0.25
Ag
0.03 0.25 0.75
Ag
0.34 0.06 0.75
Ag
0.84 0.56 0.25
Ag
0.53 0.37 0.94
Ag
0.84 0.06 0.94
Ag
0.53 0.75 0.94
Ag
0.53 0.37 0.75
Ag
0.03 0.87 0.25
Ag
0.03 0.24 0.44
Ag
0.53 0.37 0.44
Ag
0.84 0.74 0.75
Ag
0.03 0.87 0.94
Ag
0.34 0.56 0.25
Ag
0.03 0.87 ","Invalid structure: lengths=3, angles=0, species=22"
2550," description of the lattice and 5.0
90 90 90
Sn
0.68 0.35 0.42
Sn
0.18 0.35 0.93
Sn
0.68 0.85 0.92
Sn
0.18 0.85 0.43
F
0.42 0.35 0.80
F
0.94 0.35 0.30
F
0.18 0.10 0.57
F
0.68 0.10 0.77
F
0.68 0.60 0.07
F
0.18 0.60 0.27
F
0.44 0.85 0.54
F
0.92 0.85 0.04
0.68 0.09 0.07
F
0.18 0.09 0.27
F
0.94 0.85 0.54
F
0.42 0.85 0.04
F
0.18 0.59 0.77
F
0.68 0.59 0.57
F
0.92 0.35 0.80
F
0.44 0.35 0.30
0.93 0.59 0.03
F
0.44 0.10 0.41
F
0.44 0.60 0.03
F
0.94 0.10 0.41
F
0.18 0.35 0.18
F
0.68 0.35 0.16
F
0.44 0.60 0.41
F
0.44 0.10 0.03
F
0.18 0.85 0.66
F
0.94 0.60 0.41
F
0.68 0.85 0.68
F
0.94 0.10 0.03
F
0.18 0.35 0.66
F
0.18 0.85 0.16
F
0.68 0.85","Invalid structure: lengths=3, angles=0, species=7"
2595," description
0.68 0.56 0.59
Tl
0.18 0.06 0.09
Cl
0.68 0.06 0.09
Cl
0.18 0.06 0.59
Cl
0.18 0.56 0.09
0.68 0.06 0.59
Br
0.18 0.56 0.59
0.68 0.56 0.09
0.18 0.06 0.59
0.68 0.56 0.09
0.18 0.56 0.09
0.68 0.06 0.09
0.18 0.06 0.59
0.68 0.56 0.86
0.68 0.56 0.33
F
0.33 0.21 0.85
F
0.03 0.92 0.85
F
0.03 0.92 0.34
F
0.03 0.21 0.85
F
0.33 0.21 0.34
F
0.33 0.92 0.85
F
0.33 0.92 0.34
F
0.03 0.21 0.34
0.81 0.70 0.75
F
0.81 0.43 0.22
F
0.54 0.70 0.22
F
0.54 0.43 0.75
0.54 0.43 0.44
F
0.54 0.70 0.97
F
0.81 0.43 0.97
F
0.81 0.70 0.44
0.85 0.95 0.17
F
0.85 0.17 0.70
F
0.50 0.95 0.70
F
0.50 0.17 0.17
F
0.50 0.17 0.93
F
0.50 0","Invalid structure: lengths=3, angles=0, species=12"
2605," description
0.65 0.47 0.52
Nd
0.92 0.21 0.02
Nd
0.90 0.70 0.02
Nd
0.15 0.97 0.52
Nd
0.40 0.21 0.02
Nd
0.40 0.70 0.02
Nd
0.65 0.97 0.52
Nd
0.15 0.47 0.52
O
0.65 0.72 0.77
O
0.15 0.71 0.27
O
0.65 0.21 0.77
O
0.90 0.97 0.27
O
0.40 0.97 0.77
O
0.90 0.47 0.27
O
0.15 0.22 0.77
O
0.40 0.47 0.27
F
0.15 0.47 0.01
F
0.65 0.97 0.01
F
0.15 0.97 0.03
F
0.40 0.22 0.51
F
0.40 0.72 0.51
F
0.90 0.22 0.53
F
0.90 0.72 0.53
F
0.65 0.47 0.03
0.65 0.47 0.77
F
0.90 0.72 0.27
F
0.40 0.22 0.27
F
0.90 0.22 0.27
F
0.65 0.97 0.27
F
0.40 0.72 0.27
F
0.15 0.47 0.77
F
0.15 0.97 0.77
0.40 0.72 0.77
F
0.90 0.22 0.77
F
0.90 0.72 0.77
F
0.65 0.47 0.","Invalid structure: lengths=3, angles=0, species=7"
2711," description
0.72 0.42 0.20
Sr
0.22 0.92 0.70
Sr
0.72 0.42 0.70
In
0.22 0.42 0.45
In
0.72 0.92 0.94
In
0.22 0.42 0.94
In
0.72 0.92 0.45
Hg
0.47 0.17 0.20
Hg
0.47 0.66 0.20
Hg
0.96 0.17 0.20
Hg
0.96 0.66 0.20
Hg
0.22 0.92 0.36
Hg
0.22 0.92 0.03
Hg
0.72 0.42 0.45
Hg
0.72 0.42 0.94Zr
0.22 0.42 0.20
O
0.50 0.71 0.70
O
0.93 0.71 0.70
O
0.50 0.13 0.70
O
0.93 0.13 0.70
O
0.03 0.23 0.34
O
0.03 0.61 0.96
O
0.41 0.23 0.96
O
0.41 0.61 0.96
O
0.72 0.92 0.47
O
0.72 0.92 0.93
O
0.03 0.23 0.96
O
0.03 0.61 0.34
O
0.41 0.23 0.34
O
0.41 0.61 0.34
0.72 0.42 0.42
O
0.22 0.92 0.49
0.22 0.92 0.91
0.72 0.42 0.98
0.22 0.42 0.70
0","Invalid structure: lengths=3, angles=0, species=15"
2736," description of the lattice and 3.9
90 90 90
Cs
0.58 0.05 0.42
Cs
0.08 0.55 0.92
Cu
0.76 0.55 0.42
Cu
0.08 0.87 0.42
Cu
0.08 0.23 0.42
Cu
0.40 0.55 0.42
O
0.83 0.80 0.62
O
0.83 0.30 0.22
O
0.33 0.80 0.22
O
0.33 0.30 0.62
O
0.33 0.30 0.22
O
0.33 0.80 0.62
O
0.83 0.30 0.62
O
0.83 0.80 0.22
0.83 0.80 0.92
O
0.33 0.30 0.92
0.83 0.30 0.92
O
0.33 0.80 0.92
0.83 0.80 0.62
O
0.83 0.80 0.22
O
0.33 0.30 0.22
O
0.33 0.80 0.62
0.83 0.30 0.62
O
0.83 0.30 0.22
O
0.33 0.30 0.62
O
0.33 0.80 0.22
0.83 0.80 0.42
O
0.33 0.30 0.42
0.58 0.55 0.42
0.08 0.05 0.42
0.83 0.05 0.62
O
0.83 0.05 0.21
O
0.33 0.55 0.21
O
0.33 0.05 0.62
O
0.83 0.55 0.","Invalid structure: lengths=3, angles=0, species=5"
2789," description of the lattice type and angle:
 P2
0.62 0.70 0.68
P2
0.12 0.20 0.18
P
0.24 0.83 0.31
P
0.49 0.08 0.05
P
0.99 0.33 0.81
P
0.74 0.58 0.05
P
0.24 0.58 0.55
P
0.49 0.33 0.55
P
0.99 0.08 0.80
P
0.74 0.83 0.30roduction
Na
0.72 0.32 0.03
Na
0.00 0.60 0.81
Na
0.50 0.82 0.53
Na
0.22 0.10 0.31
In
0.74 0.08 0.55
In
0.24 0.34 0.79
In
0.48 0.58 0.29
In
0.98 0.84 0.05
O
0.48 0.84 0.27
O
0.24 0.59 0.77
O
0.74 0.34 0.77
O
0.98 0.09 0.27
O
0.98 0.34 0.01
O
0.74 0.59 0.51
O
0.24 0.84 0.51
O
0.48 0.09 0.01
O
0.98 0.08 0.62
O
0.24 0.34 0.53
O
0.48 0.58 0.03
O
0.24 0.83 0.12
O
0.74 0.58 0.21
O
0.99 0.84 0.82
O
0.74 0.09 0.32
O
0.49 0.33 0.21roduction
0.73 0.84 0.","Invalid structure: lengths=3, angles=0, species=2"
2823," description of the lattice type and 40.4440
90 90 90
Ho
0.30 0.03 0.39
Ho
0.30 0.40 0.39
Ho
0.58 0.71 0.65
Ho
0.71 0.11 0.47
Ho
0.30 0.03 0.70
Ho
0.96 0.93 0.30
Ho
0.13 0.43 0.80
Ho
0.80 0.53 0.89
Ho
0.46 0.50 0.80
Ho
0.21 0.83 0.97
Ho
0.13 0.43 0.20
Ho
0.63 0.33 0.30
Ho
0.08 0.82 0.15
Ho
0.80 0.53 0.20
Ho
0.46 0.50 0.19
Ho
0.30 0.40 0.70
Ho
0.96 0.93 0.79
Ho
0.63 0.33 0.69
Ho
0.80 0.90 0.90
Ho
0.30 0.03 0.90
Ho
0.80 0.90 0.40
Ho
0.58 0.71 0.44
Ho
0.08 0.82 0.94
Ho
0.71 0.11 0.62
Ho
0.80 0.53 0.40
Ho
0.21 0.83 0.12
Ho
0.30 0.21 0.15
Ho
0.80 0.21 0.94
Ho
0.80 0.71 0.04
Ho
0.30 0.71 0.54
Ho
0.30 0.21 0.44
Ho
0.80 0.21 0.04
Ho
0.30 0.71 0.54
Ho
0.63 0.32 0.30
Ho
0.08 ","Invalid structure: lengths=3, angles=0, species=0"
