index,original_gen_str,reason
6141," is.45 0.45 0.56
Sm
0.45 0.92 0.79
Sm
0.95 0.15 0.55
Sm
0.22 0.42 0.05
Sm
0.72 0.65 0.29
Co
0.34 0.05 0.19
Co
0.84 0.02 0.95
Co
0.82 0.55 0.95
Co
0.32 0.52 0.19
Co
0.84 0.05 0.19
Co
0.34 0.02 0.45
Si
0.25 0.25 0.75
Si
0.75 0.82 0.59
Si
0.42 0.75 0.09
Si
0.92 0.32 0.25
Si
0.64 0.13 0.07
Si
0.14 0.94 0.27
Si
0.03 0.63 0.77
Si
0.53 0.44 0.57
Si
0.92 0.32 0.76
Si
0.42 0.75 0.58
Si
0.75 0.82 0.08
Si
0.25 0.25 0.26","Invalid structure: lengths=3, angles=0, species=0"
6164," is.50 ...1.00 8.8
90 90 119
Sm
0.94 0.18 0.66
Sm
0.61 0.51 0.16
Sm
0.94 0.18 0.26
Sm
0.61 0.51 0.76
Sm
0.28 0.85 0.21
Sm
0.28 0.85 0.71
Ga
0.94 0.18 0.96
Ga
0.61 0.51 0.46
Co
0.94 0.68 0.46
Co
0.44 0.68 0.46
Co
0.11 0.51 0.96
Co
0.61 0.02 0.96
Co
0.11 0.01 0.96
Co
0.44 0.18 0.46","Invalid structure: lengths=3, angles=0, species=0"
6204," is.30 0.89 1.00
0.02 0.80 0.31
1.00 0.01 0.81
As
0.58 0.35 0.50
I
0.37 0.51 0.08
I
0.74 0.58 0.73
I
0.76 0.52 0.22
F
0.29 0.13 0.38
F
0.29 0.31 0.67
F
0.63 0.20 0.68
F
0.86 0.09 0.03
F
0.39 0.13 0.04
F
0.77 0.20 0.46
F
0.52 0.35 0.36
F
0.48 0.36 0.86","Invalid structure: lengths=3, angles=3, species=0"
6237," the at.
1.8 0.5 0.92
12.8 12.8 12.8
161 161 26
La
0.16 0.35 0.25
La
0.82 0.01 0.25
La
0.49 0.68 0.25
Bi
0.71 0.90 0.25
Bi
0.37 0.56 0.25
Bi
0.04 0.22 0.25
Bi
0.59 0.80 0.25
Pt
0.24 0.43 0.25
Pt
0.91 0.08 0.25
Pt
0.07 0.75 0.75","Invalid structure: lengths=3, angles=3, species=0"
6291," the at.
0.22 0.5 1.00
the at.
0.72 0.03 0.99
the.
0.72 0.53 0.49
Zr
0.99 0.79 0.74
Zr
0.47 0.27 0.74
Zr
0.47 0.77 0.24
Zr
0.99 0.29 0.24
Sb
0.46 0.76 0.74
Sb
0.99 0.28 0.74
Sb
0.99 0.78 0.24
P
0.46 0.26 0.24","Invalid structure: lengths=3, angles=0, species=0"
6359," the0.51 0.03 0.74
The band gap is 1.3741
Generate an element that could replace the atomic element type and coordinates for each atom within the lattice:
7.δ 7.7 ≥​nakhel
Sn
0.93 0.53 0.38
Sn
0.43 0.30 0.38
Sn
0.43 0.53 0.88
Sn
0.67 0.78 0.38
Sn
0.93 0.03 0.88
Sn
0.67 0.29 0.88
Sn
0.18 0.03 0.38","Invalid structure: lengths=3, angles=0, species=8"
6392," is 3.0
3.0 3.0
10.3
90 90
Ti
0.30 0.85 0.58
Ti
0.80 0.35 0.31
Ga
0.30 0.85 0.09
Ga
0.80 0.35 0.80
N
0.80 0.35 0.54
N
0.30 0.85 0.35","Invalid structure: lengths=3, angles=0, species=0"
6446," the:0.52 0.61 0.58
The
0.67 0.01 0.41
Sb
0.08 0.55 0.98
P
0.58 0.05 0.90
O
0.65 0.32 0.49
O
0.19 0.84 0.48
F
0.46 0.86 0.90
F
0.91 0.33 0.88
F
0.70 0.10 0.13
F
0.16 0.60 0.77
F
0.71 0.05 0.68
F
0.16 0.56 0.20
F
0.78 0.84 0.92
F
0.32 0.31 0.99","Invalid structure: lengths=3, angles=0, species=0"
6455," the
0.46
0.34 0.24
0.96
0.94 0.01
Rb
0.76 0.44 0.89
Rb
0.26 0.94 0.39
Rb
0.55 0.75 0.08
Rb
0.05 0.25 0.58
Zn
0.26 0.54 0.28
Zn
0.76 0.85 0.69
Zn
0.05 0.64 0.78
Zn
0.55 0.14 0.19
Ge
0.97 0.46 0.29
Ge
0.47 0.73 0.69
Ge
0.15 0.96 0.89
Ge
0.65 0.23 0.58","Invalid structure: lengths=3, angles=0, species=0"
6553," the.92 0.54 0.75
0.85 0.16 0.51
0.69 0.74 0.37
S
0.28 0.87 0.64
S
0.94 0.92 0.62
S
0.56 0.55 0.72
S
0.58 0.92 0.79","Invalid structure: lengths=3, angles=3, species=0"
6589," the.58 0.61 0.03
a
0.60 0.27 0.70
a
0.26 0.61 0.70
a
0.60 0.27 0.35
a
0.94 0.95 0.70
a
0.26 0.95 0.03
a
0.94 0.61 0.35
Al
0.94 0.27 0.03
Al
0.94 0.95 0.35
Al
0.27 0.95 0.70
Al
0.60 0.61 0.70
Al
0.27 0.27 0.35
Al
0.60 0.95 0.03","Invalid structure: lengths=3, angles=0, species=0"
6611," is.13 0.98 0.34
B
0.62 0.78 0.85
B
0.49 0.15 0.35
B
0.30 0.41 0.85
B
0.81 0.61 0.85
B
0.17 0.27 0.35
B
0.97 0.90 0.35","Invalid structure: lengths=3, angles=0, species=0"
6642," the at.
1.02 1.00 1.00
t.a.m.
0.65 0.68 0.62
t.a.m.
0.37 0.31 0.29
Al
0.65 0.68 0.12
Al
0.86 0.81 0.37
Al
0.15 0.18 0.62
Al
0.36 0.31 0.88
Co
0.86 0.31 0.88
Co
0.15 0.68 0.12
Co
0.36 0.82 0.37
Co
0.65 0.17 0.62
O
0.65 0.18 0.88
O
0.86 0.32 0.62
O
0.15 0.68 0.37
O
0.36 0.81 0.13
O
0.86 0.81 0.12
O
0.02 0.98 0.50
O
0.15 0.18 0.87
O
0.36 0.32 0.62
O
0.52 0.48 0.01
O
0.65 0.68 0.38
O
0.50 0.95 0.50
O
0.78 0.02 0.30
O
0.00 0.45 0.00
O
0.27 0.52 0.80
O
0.50 0.95 0.89
O
0.77 0.02 0.65
O
0.00 0.45 0.38
O
0.28 0.52 ","Invalid structure: lengths=3, angles=0, species=0"
6671," is 4.8 10.9
90 90 90
Cs
0.60 0.55 0.12
Cs
0.10 0.01 0.12
Pb
0.60 0.06 0.62
Pb
0.10 0.50 0.62
I
0.60 0.30 0.39
I
0.10 0.26 0.86
I
0.10 0.26 0.39
I
0.10 0.80 0.62
I
0.60 0.82 0.86
I
0.60 0.82 0.39","Invalid structure: lengths=3, angles=0, species=0"
6744," the i.a. 3.0 4.9
90 90 90
Mg
0.81 0.20 0.86
Mg
0.31 0.70 0.47
Ti
0.31 0.20 0.16
Ti
0.81 0.70 0.16","Invalid structure: lengths=3, angles=0, species=0"
6771," the at.
0.25 0.37 2.9
in.
0.75 0.87 0.78
Sr
0.25 0.87 0.28
Sr
0.75 0.37 0.28
Ce
0.75 0.87 0.28
Ir
0.25 0.37 0.78
O
0.25 0.87 0.78
O
0.75 0.37 0.78
O
0.50 0.63 0.28
O
0.00 0.13 0.28
O
0.49 0.13 0.78
O
0.01 0.63 0.78","Invalid structure: lengths=3, angles=0, species=0"
6775," is 3.1
60 60 60
V
0.41 0.80 0.79
V
0.91 0.30 0.29
V
0.16 0.55 0.54
B
0.53 0.92 0.93
B
0.79 0.17 0.16
B
0.16 0.92 0.93
B
0.16 0.17 0.16
B
0.79 0.92 0.93
B
0.53 0.17 0.16
B
0.79 0.55 0.93
B
0.53 0.55 0.16","Invalid structure: lengths=3, angles=0, species=0"
6831," is.15 0.65 0.95
0.41 0.15 0.70
0.91 0.30 0.45
Zr
0.40 0.15 0.20
Zr
0.90 0.30 0.95
Zr
0.65 0.65 0.45
Zr
0.15 0.80 0.70
Ni
0.91 0.80 0.20
Ni
0.41 0.65 0.70
Ni
0.15 0.15 0.45
Ni
0.65 0.30 0.95","Invalid structure: lengths=3, angles=3, species=0"
6900," the a.11 0.10 0.11
Hg
0.27 0.80 0.34
Hg
0.77 0.30 0.84
Generate an element that could replace the element in the material:
Sn","Invalid structure: lengths=3, angles=0, species=1"
6940," the a.
0.15 0.31 1.00
a.
0.65 0.56 0.76
A.g.
0.65 0.81 0.26
A.20 0.06 0.50
Y
0.15 0.56 0.50
Y
0.70 0.06 0.76
Y
0.20 0.81 1.00
Y
0.69 0.31 0.26
Co
0.54 0.00 0.07
Co
0.04 0.87 0.68
Ru
0.80 0.50 0.07
Ru
0.30 0.37 0.68
Ru
0.80 0.87 0.57
Ru
0.30 0.00 0.18
Ru
0.53 0.37 0.92
Ru
0.03 0.50 0.83
Ru
0.31 0.63 0.21
Ru
0.81 0.24 0.54
Ru
0.03 0.13 0.21
Ru
0.53 0.74 0.54","Invalid structure: lengths=3, angles=0, species=16"
6974," is 17.6
13 13 13
In
0.40 0.18 0.54
Bi
0.00 0.79 0.15
Bi
0.61 0.40 0.76
S
0.90 0.69 0.05
S
0.50 0.30 0.65
S
0.11 0.90 0.26
S
0.20 0.00 0.36
Cl
0.70 0.50 0.85","Invalid structure: lengths=3, angles=0, species=0"
6983," the coordinates for the atom:0.40 0.35 0.44
2.9 4.9 10.4
103 90 90
La
0.98 0.19 0.40
La
0.48 0.66 0.19
C
0.98 0.79 0.62
C
0.48 0.06 0.97
N
0.98 0.82 0.51
N
0.48 0.03 0.09
N
0.98 0.70 0.64
N
0.48 0.15 0.95
Cl
0.98 0.28 0.14
Cl
0.48 0.58 0.45","Invalid structure: lengths=3, angles=3, species=0"
7041," the.66 0.66 0.17
Tb
0.98 0.35 0.67
Tb
0.48 0.85 0.17
Ag
0.27 0.66 0.67
Ag
0.77 0.85 0.48
Ag
0.98 0.06 0.17
Ag
0.98 0.66 0.98
Ag
0.68 0.44 0.48
Ag
0.28 0.44 0.17
Ag
0.68 0.06 0.67
Ag
0.48 0.35 0.98","Invalid structure: lengths=3, angles=0, species=0"
7079," is.60 0.45 1.00
Zn
0.66 0.25 0.58
Zn
0.16 0.75 0.58
Zn
0.16 0.25 0.08
Zn
0.66 0.75 0.08
Co
0.02 0.60 0.25
Co
0.29 0.89 0.91
Co
0.52 0.10 0.25
Co
0.79 0.39 0.91
O
0.76 0.64 0.42
O
0.26 0.14 0.42
O
0.05 0.36 0.74
O
0.55 0.86 0.74
O
0.02 0.10 0.23
O
0.29 0.39 0.93
O
0.52 0.60 0.23
O
0.79 0.89 0.93","Invalid structure: lengths=3, angles=0, species=0"
7097," the
0.66 0.47 0.05
the
0.35 0.15 0.40
Nd
0.00 0.81 0.72
Nd
0.50 0.66 0.40
Nd
0.84 0.30 0.72
Ag
0.50 0.80 0.90
Ag
1.00 0.30 0.30
As
0.18 0.99 0.07
As
0.69 0.98 0.54
As
0.68 0.98 0.05
As
0.17 0.96 0.54
As
0.19 0.49 0.06
As
0.67 0.48 0.54
As
0.17 0.46 0.53
As
0.68 0.49 0.80","Invalid structure: lengths=3, angles=0, species=0"
7183," theCd
0.69 0.64 0.64
TheCd
0.19 0.14 0.14
Au
0.19 0.64 0.64
Au
0.69 0.14 0.64
Au
0.69 0.64 0.14
Au
0.19 0.14 0.14","Invalid structure: lengths=3, angles=0, species=0"
7202," is.11 0.10 0.60
Si
0.09 0.30 0.20
Si
0.59 0.49 0.40
Si
0.89 0.80 0.89
Si
0.39 0.99 0.71
Si
0.39 0.99 0.40
Si
0.89 0.80 0.20
Ni
0.59 0.49 0.89
Ni
0.09 0.30 0.71","Invalid structure: lengths=3, angles=0, species=0"
7205," is 3.6 3.6
90 90 90
Nb
0.61 0.68 0.52
Al
0.61 0.18 0.02
Al
0.11 0.68 0.02
Ni
0.61 0.68 0.02
Ni
0.11 0.18 0.02
Ni
0.86 0.92 0.27
Ni
0.86 0.43 0.27
Ni
0.36 0.92 0.27
Ni
0.36 0.43 0.27
Ni
0.61 0.18 0.52
Ni
0.11 0.68 0.52
Ni
0.11 0.18 0.52","Invalid structure: lengths=3, angles=0, species=0"
7325," the
0.29 0.61 0.27
the
0.79 0.11 0.77
Zn
0.47 0.78 0.61
Zn
0.10 0.43 0.93
Ge
0.60 0.28 0.11
Ge
0.97 0.93 0.43
P
0.10 0.66 0.62
P
0.48 0.56 0.92
P
0.98 0.16 0.11
P
0.60 0.06 0.43","Invalid structure: lengths=3, angles=0, species=0"
7397," the
0.81 0.28 1.00
The
1.00 0.87 0.80
The
0.40 0.08 0.60
Cu
0.80 0.28 0.49
Cu
0.20 0.48 0.29
Cu
0.60 0.68 0.10
Cu
0.40 0.08 0.10
S
0.17 0.45 0.59
S
0.62 0.71 0.79
S
0.92 0.06 0.28","Invalid structure: lengths=3, angles=0, species=0"
7425," is.49 0.31 1.00
0.54 0.69 0.46
0.22 0.58 0.57
C
0.58 0.30 0.64
C
0.18 0.59 0.39
C
0.23 0.92 0.67
C
0.53 0.97 0.37
S
0.35 0.52 0.32
S
0.41 0.66 0.72
S
0.16 0.01 0.50
S
0.60 0.17 0.45","Invalid structure: lengths=3, angles=3, species=0"
7461," the at.
0.61 0.62 0.66
A.
0.11 0.12 0.16
Li
0.86 0.87 0.41
Li
0.36 0.37 0.91
Li
0.86 0.37 0.91
Li
0.36 0.87 0.41
Lu
0.11 0.62 0.66
Lu
0.61 0.12 0.16
In
0.61 0.62 0.16
In
0.11 0.12 0.66","Invalid structure: lengths=3, angles=0, species=0"
7479," the t
0.62 1.00 1.00
The element type and coordinates for each atom within the lattice:
10.0 1 1.8 11.6
68 91 91
Tl
0.11 0.79 0.67
Mo
0.41 0.48 0.10
Mo
0.58 0.13 0.47
Mo
0.03 0.74 0.98
Mo
0.17 0.06 0.09
Mo
0.33 0.49 0.48
Mo
0.82 0.29 0.59
Se
0.58 0.84 0.35
Se
0.58 0.72 0.81
Se
0.91 0.92 0.23
Se
0.90 0.56 0.24
S
0.29 0.09 0.46
S
0.80 0.68 0.49
S
0.70 0.05 0.62
S
0.59 0.41 0.75
S
0.30 0.32 0.93
S
0.31 0.65 0.11
S
0.08 0.23 0.71
S
0.09 0.39 0.21","Invalid structure: lengths=3, angles=0, species=19"
7574," the s
ur0.65 0.82 0.88
E
0.04 0.64 0.78
E
0.26 0.01 0.98
E
0.86 0.89 0.98
E
0.44 0.75 0.78
Y
0.08 0.40 0.96
Y
0.22 0.24 0.79
Y
0.75 0.24 0.16
Y
0.55 0.40 0.60
Ir
0.79 0.09 0.57
Ir
0.51 0.55 0.19
Ir
0.04 0.05 0.29
Ir
0.26 0.59 0.48
Ir
0.76 0.61 0.37
Ir
0.55 0.03 0.39","Invalid structure: lengths=3, angles=0, species=0"
7681," the d.
0.37 0.75 1.00
F
0.73 0.82 0.91
F
0.73 0.75 0.66
F
0.73 0.68 0.34
F
0.37 0.68 0.66
F
0.37 0.82 0.34
F
0.37 0.89 0.07
F
0.00 0.89 0.66
F
0.00 0.75 0.07
Sn
0.06 0.21 0.89
Sn
0.06 0.28 0.37
Sn
0.43 0.28 0.89
Sn
0.43 0.21 0.37
O
0.73 0.26 0.89
O
0.73 0.25 0.37
O
0.41 0.25 0.66
O
0.01 0.26 0.66","Invalid structure: lengths=3, angles=0, species=0"
7701," the e.11 0.02 0.01
0.11 0.52 0.01
1.00 0.87 0.69
1.00 0.37 0.69
1.00 0.87 0.32
0.11
1.00 0.37 0.32
1.00 0.87 0.01
1.00 0.37 0.01
1.00 0.37 0.69
1.00 0.87 0.32
Hf
0.50 0.62 0.19
Hf
0.50 0.12 0.19
Ta
0.50 0.12 0.82
Ta
0.50 0.62 0.82
Ta
0.50 0.12 0.51
Ta
0.50 0.62 0.51
Ru
0.75 0.27 0.84
Ru
0.75 0.77 0.84
Ru
0.75 0.27 0.18
Ru
0.75 0.77 0.18
Ru
0.75 0.27 0.51
Ru
0.75 0.77 0.51
Ru
0.25 0.97 0.84
Ru
0.25 0.47 0.84
Ru
0.25 0.97 0.18
Ru
0.25 0.47 0.18
Ru
0.25 0.97 0.51
Ru
0.25 0.47 0.51","Invalid structure: lengths=3, angles=3, species=0"
7712," the c.a. 4.0 4.0
99 99 99
Rb
0.31 0.22 0.94
N
0.95 0.86 0.58
N
0.72 0.62 0.34
N
0.95 0.86 0.08","Invalid structure: lengths=3, angles=0, species=0"
7747," the0.53 E.01 1.00
K
0.13 0.38 0.86
K
0.63 0.88 0.36
Ta
0.38 0.13 0.61
Ta
0.88 0.63 0.11
P
0.62 0.38 0.37
P
0.12 0.88 0.87
P
0.14 0.89 0.35
P
0.64 0.39 0.85
O
0.50 0.01 0.74
O
1.00 0.51 0.24
O
0.26 0.26 0.49
O
0.76 0.76 0.99
O
0.62 0.39 0.20
O
0.12 0.89 0.70
O
0.13 0.87 0.50
O
0.63 0.37 0.00
O
0.46 0.55 0.45
O
0.96 0.05 0.95
O
0.29 0.71 0.28
O
0.79 0.21 0.78
O
0.28 0.73 0.92
O
0.78 0.23 0.42
O
0.47 0.04 0.22
O
0.97 0.54 0.72","Invalid structure: lengths=3, angles=0, species=0"
7753," the formula is PaPd3
the lattice is 5.8 5.8
139
99
90
The formation energy per atom is 0.0296.Generate an element that could replace the atom in the lattice:
Pa
0.71 0.32 0.86
Pa
0.21 0.82 0.86
Pd
0.71 0.57 0.36
Pd
0.46 0.07 0.36
Pd
0.96 0.07 0.36
Pd
0.21 0.57 0.36
Pd
0.21 0.32 0.86
Pd
0.71 0.82 0.86","Invalid structure: lengths=3, angles=0, species=0"
7768," the [0.96 0.92 on.17
0.46 0.68 0.35
0.21 0.18 0.68
Sm
0.71 0.42 0.85
Ni
0.30 0.52 0.08
Ni
0.80 0.08 0.44
Ni
0.11 0.58 0.59
Ni
0.61 0.02 0.94
As
0.97 0.42 0.18
As
0.46 0.18 0.34
As
0.21 0.68 0.68
As
0.70 0.92 0.84","Invalid structure: lengths=3, angles=3, species=0"
7824," the.70 0.70 t.67
Hf
0.31 0.62 0.91
Hf
0.17 0.28 0.67
Hf
0.67 0.12 0.41
Hf
0.81 0.78 0.17
Te
0.58 0.31 0.07
Te
0.70 0.69 0.41
Te
0.08 0.09 0.31
Te
0.20 0.30 0.17
Se
0.90 0.81 0.80
Se
0.40 0.58 0.57","Invalid structure: lengths=3, angles=0, species=0"
7855," the [0.98 0.41 1.00
0.98 1.00 0.67
0.59 0.39 0.33
Zr
0.95 0.38 0.66
Cu
0.58 0.00 0.34
Ru
0.46 0.89 0.66
Ru
0.47 0.39 0.85
Ru
0.47 0.88 0.16
O
0.30 0.80 0.88
O
0.30 0.80 0.53
O
0.30 0.09 0.53
O
0.28 0.31 0.33
O
0.27 0.55 0.13
O
0.27 0.08 0.89
O
0.27 0.81 0.29
O
0.60 0.08 0.07
O
0.60 0.08 0.78
O
0.59 0.64 0.76
O
0.58 0.67 0.40
O
0.59 0.39 0.05
O
0.92 0.01 0.40
O
0.92 0.00 0.07
O
0.93 0.63 0.07
O
0.94 0.51 0.77","Invalid structure: lengths=3, angles=3, species=0"
7875," the h atom 0.41 0.62 0.35
h
0.06 0.96 0.35
h
0.06 0.46 0.85
h
0.41 0.96 0.69
h
0.56 0.46 0.85
h
0.41 0.10 0.19
h
0.56 0.60 0.69
h
0.91 0.10 0.85
h
0.91 0.46 0.19
h
0.06 0.60 0.35
Ce
0.91 0.60 0.69
Ce
0.41 0.10 0.85
Ce
0.56 0.96 0.35
Ce
0.91 0.96 0.19
Si
0.23 0.33 0.52
Si
0.23 0.33 0.02
Si
0.73 0.83 0.52
Si
0.73 0.83 0.02","Invalid structure: lengths=3, angles=0, species=0"
7878," the coordinates for atom at 0.10 0.04 0.27
11.4 11.4 11.4
69 69 69
Ca
0.29 0.98 0.56
Ca
0.68 0.27 0.95
Yb
0.69 0.99 0.26
Yb
0.28 0.68 0.95
Yb
0.98 0.27 0.57
Yb
0.28 0.27 0.26
Yb
0.69 0.68 0.57
Yb
0.98 0.99 0.95
Mn
0.89 0.38 0.86
Mn
0.58 0.88 0.66
Mn
0.08 0.88 0.66
Mn
0.39 0.38 0.86
Mn
0.89 0.88 0.36
Mn
0.39 0.38 0.66
Mn
0.08 0.88 0.16
Mn
0.58 0.38 0.36
Mn
0.48 0.77 0.16
Mn
0.48 0.18 0.06
Mn
0.18 0.48 0.06
Mn
0.18 0.18 0.76
O
0.01 0.21 0.86
O
0.08 0.15 0.09
O
0.15 0.38 0.03
O
0.89 0.01 0.03
O
0.01 0.38 0.70
O
0.58 0.21 ","Invalid structure: lengths=3, angles=3, species=0"
7890," of.75 0.61 1.00
H
0.90 0.87 0.74
H
0.43 0.34 0.24
H
0.40 0.62 0.41
H
0.92 0.60 0.57
O
0.60 0.83 0.41
O
0.73 0.38 0.58
O
0.10 0.40 0.06
O
0.23 0.86 0.92","Invalid structure: lengths=3, angles=0, species=0"
7895," is 4.2 5.4
93 111 24
Gd
0.06 0.60 0.18
Dy
0.78 0.22 0.51
Ni
0.42 0.96 0.85
Ni
0.18 0.82 0.28
Ni
0.66 0.09 0.94","Invalid structure: lengths=3, angles=0, species=0"
7903," is 3.5 3.5
90 90 90
Tm
0.18 0.45 0.91
Tm
0.68 0.95 0.40
Pt
0.68 0.45 0.16
Pt
0.68 0.45 0.66","Invalid structure: lengths=3, angles=0, species=0"
7911," the t
0.84 0.82 0.66
t
0.84 0.82 0.16
Li
0.34 0.82 0.41
Li
0.84 0.32 0.41
Tm
0.34 0.82 0.91
Tm
0.84 0.32 0.91
Tm
0.34 0.32 0.41
Tm
0.34 0.32 0.91
Al
0.10 0.57 0.66
Al
0.59 0.06 0.66","Invalid structure: lengths=3, angles=0, species=0"
7924," the type type
1.00 1.00 ….37
0.58 0.00 0.04
0.26 0.00 0.70
O
0.40 0.21 0.95
O
0.86 0.80 0.88
Sc
0.20 0.38 0.57
Sc
0.65 0.63 0.27
Ag
0.98 0.38 0.07
Ag
0.98 0.63 0.50
O
0.01 0.77 0.24
O
0.72 0.79 0.36
O
0.65 0.38 0.77
O
0.20 0.63 0.07","Invalid structure: lengths=3, angles=3, species=0"
7971," the.7 0.66 0.69
0.76 0.16 0.99
0.67 0.26 0.38
La
0.16 0.16 0.19
La
0.27 0.66 0.49
La
0.66 0.77 0.99
La
0.16 0.46 0.88
La
0.77 0.97 0.69
La
0.27 0.96 0.88
Al
0.06 0.87 0.38
Al
0.56 0.37 0.69
Al
0.37 0.37 0.38
Al
0.87 0.56 0.19","Invalid structure: lengths=3, angles=3, species=0"
7990," the.77 0.85 0.82
the.77 0.50 0.11
0.09 0.85 0.44
B
0.06 0.52 0.34
B
0.44 0.37 0.44
B
0.35 0.00 0.44
B
0.45 0.04 0.24
B
0.77 0.20 0.24
B
0.60 0.69 0.94
B
0.77 0.04 0.02
B
0.60 0.48 0.34","Invalid structure: lengths=3, angles=3, species=0"
8072," is 4.2 4.2
132 132 69
Nd
0.64 0.18 0.89
Si
0.00 0.55 0.89
Ir
0.38 0.43 0.39
Ir
0.88 0.93 0.39","Invalid structure: lengths=3, angles=0, species=0"
8180," of 4.3 5.4
93 111 66
Tb
0.29 0.11 0.58
Tb
0.80 0.69 0.19
Ga
0.10 0.58 0.78
Ga
0.98 0.22 0.98
Ni
0.60 0.28 0.39
Ni
0.48 0.52 0.37","Invalid structure: lengths=3, angles=0, species=0"
8253," the
0.97 0.54 1.00
T
0.21 0.79 0.19
T
0.73 0.29 0.81
T
0.73 0.55 0.45
T
0.48 0.79 0.45
T
0.48 0.03 0.19
T
0.21 0.03 0.45
T
0.96 0.55 0.65
T
0.96 0.29 0.45
T
0.73 0.29 0.19
T
0.21 0.79 0.81
T
0.48 0.55 0.81
T
0.48 0.29 0.65
T
0.96 0.79 0.35
T
0.23 0.29 0.15
Co
0.96 0.13 0.15
Co
0.96 0.89 0.69
Co
0.65 0.79 0.69
Co
0.65 0.98 0.95
Co
0.37 0.79 0.69
Co
0.37 0.48 0.15
Co
0.65 0.59 0.15
Co
0.65 0.29 0.35
Co
0.37 0.09 0.95
Co
0.37 0.29 0.35
Co
0.96 0.98 0.95
Co
0.96 0.48 0.35
Ni
0.65 0.09 0.59
Ni
0.37 0.59 0.59
Ni
0.","Invalid structure: lengths=3, angles=0, species=0"
8272," the
0.52 0.53 ...0.94
0.26 0.20 0.44
Sm
0.02 0.70 0.19
Sm
0.76 0.03 0.69
Ga
0.72 0.74 0.42
Ga
0.56 0.99 0.92
Ga
0.22 0.49 0.71
Ga
0.06 0.24 0.21
Ga
0.97 0.98 0.98
Ga
0.31 0.75 0.48
Ga
0.47 0.25 0.15
Ga
0.81 0.48 0.65
Ni
0.50 0.79 0.23
Ni
0.27 0.94 0.73
Ni
0.00 0.44 0.40
Ni
0.77 0.29 0.90","Invalid structure: lengths=3, angles=0, species=0"
8306," is 4.9 4.9
60 60 60
Tl
0.56 0.29 0.09
V
0.06 0.79 0.59
S
0.31 0.04 0.84
S
0.82 0.53 0.34
O
0.55 0.28 0.59
O
0.07 0.28 0.59
O
0.55 0.80 0.59
O
0.07 0.80 0.07
O
0.55 0.80 0.07
O
0.07 0.80 0.59
O
0.07 0.28 0.07
O
0.55 0.55 0.33","Invalid structure: lengths=3, angles=0, species=0"
8380," the e.0 5.4 5.6
89 90 90
Ca
0.82 0.26 0.06
Ca
0.32 0.26 0.49
Fe
0.82 0.76 0.55
Fe
0.32 0.76 0.01
Re
0.32 0.76 0.55
Re
0.82 0.76 0.05
O
0.57 0.44 0.32
O
0.07 0.09 0.23
O
0.58 0.09 0.73
O
0.08 0.44 0.82
O
0.90 0.74 0.29
O
0.40 0.78 0.27
O
0.24 0.78 0.76
O
0.74 0.74 0.79
O
0.58 0.46 0.90
O
0.08 0.07 0.67
O
0.57 0.07 0.17
O
0.07 0.46 0.40","Invalid structure: lengths=3, angles=0, species=0"
8403," the lattice
0.54 0.00 0.03
0.54 0.00 0.53
Zn
0.89 0.81 0.28
Zn
0.38 0.79 0.27
Zn
0.68 0.16 0.78
Zn
0.67 0.56 0.28
Zn
0.02 0.49 0.53
Zn
0.04 0.00 0.02
Zn
0.54 0.49 0.02
Zn
0.54 0.49 0.53
Zn
0.04 0.00 0.52
Zn
0.04 0.49 0.02
Zn
0.23 0.25 0.78
Zn
0.21 0.78 0.78
Mo
0.90 0.24 0.28
Mo
0.38 0.26 0.28","Invalid structure: lengths=3, angles=0, species=0"
8424," the at.
0.50 0.35 1.00
C
0.18 0.70 0.34
C
0.83 0.00 0.66
K
0.17 0.70 0.86
K
0.84 0.01 0.14
K
0.50 0.35 0.50
Ni
0.00 0.85 0.50
Ni
0.50 0.85 1.00
O
0.84 0.70 0.33
O
0.18 0.01 0.67
O
0.34 0.51 0.18
O
0.68 0.20 0.82","Invalid structure: lengths=3, angles=0, species=0"
8436," of 4.1 17.4
87 90 90
Bi
0.32 0.59 0.75
Bi
0.82 0.40 0.95
Bi
0.82 0.19 0.25
Bi
0.32 0.90 0.04
Bi
0.32 0.01 0.35
Bi
0.82 0.68 0.55
Bi
0.82 0.50 0.25
Bi
0.32 0.10 0.84
Pb
0.32 0.79 0.56
Pb
0.82 0.29 0.53
S
0.32 0.48 0.95
S
0.82 0.80 0.34
S
0.82 0.00 0.05
S
0.82 0.26 0.77
S
0.82 0.68 0.04
S
0.32 0.38 0.44
S
0.32 0.61 0.25
S
0.32 0.89 0.74
S
0.32 0.73 0.93
S
0.82 0.99 0.55
S
0.82 0.11 0.84
S
0.82 0.31 0.35
S
0.32 0.08 0.54
S
0.32 0.41 0.15","Invalid structure: lengths=3, angles=0, species=0"
8466," is 7.1 4.1
90 90 90
Ce
0.38 0.28 0.61
Ce
0.88 0.28 0.85
Ce
0.98 0.78 0.61
Ce
0.48 0.78 0.85
Al
0.06 0.78 0.11
Al
0.56 0.78 0.36
Ga
0.27 0.28 0.11
Ga
0.77 0.28 0.36
Ni
0.68 0.55 0.57
Ni
0.68 0.01 0.57
Ni
0.18 0.01 0.89
Ni
0.18 0.55 0.89","Invalid structure: lengths=3, angles=0, species=0"
