lengths,angles,species,coords
"[5.7, 5.5, 9.6]","[54.0, 90.0, 90.0]","['Ca', 'Ca', 'Ta', 'Ta', 'Al', 'Al', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.71, 0.95, 0.94], [0.3, 0.95, 0.44], [0.25, 0.7, 0.19], [0.77, 0.7, 0.69], [0.24, 0.2, 0.69], [0.77, 0.2, 0.19], [0.73, 0.04, 0.43], [0.52, 0.45, 0.23], [0.51, 0.87, 0.65], [0.47, 0.87, 0.15], [0.47, 0.45, 0.73], [0.27, 0.04, 0.93], [0.23, 0.36, 0.45], [0.04, 0.94, 0.65], [0.05, 0.46, 0.23], [0.01, 0.46, 0.73], [0.0, 0.94, 0.15], [0.77, 0.36, 0.95]]"
"[3.6, 6.1, 6.8]","[105.0, 90.0, 106.0]","['Y', 'Y', 'W', 'N', 'N', 'N', 'N', 'N', 'N']","[[0.85, 0.78, 0.72], [0.15, 0.36, 0.12], [0.49, 0.07, 0.42], [0.39, 0.86, 0.09], [0.62, 0.29, 0.76], [0.83, 0.74, 0.23], [0.18, 0.41, 0.61], [0.22, 0.47, 0.43], [0.79, 0.67, 0.41]]"
"[3.0, 4.8, 5.1]","[90.0, 90.0, 90.0]","['Mg', 'Mg', 'Al', 'Al']","[[0.43, 0.25, 0.92], [0.43, 0.68, 0.42], [0.93, 0.18, 0.42], [0.93, 0.75, 0.92]]"
"[0.54, 0.01, 0.57]","[105.0, 110.0, 109.0]","['Ba', 'Sr', 'Ca', 'Ca', 'Se', 'Se', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.62, 0.27, 0.19], [0.12, 0.77, 0.69], [0.37, 0.52, 0.93], [0.87, 0.02, 0.44], [0.37, 0.02, 0.94], [0.87, 0.52, 0.44], [0.4, 0.04, 0.13], [0.9, 0.55, 0.63], [0.34, 0.99, 0.76], [0.84, 0.49, 0.25], [0.25, 0.37, 0.58], [0.74, 0.88, 0.09], [0.99, 0.16, 0.74], [0.49, 0.66, 0.24]]"
"[7.7, 7.7, 7.7]","[131.0, 131.0, 70.0]","['Np', 'Np', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se']","[[0.26, 0.28, 0.2], [0.01, 0.53, 0.7], [0.31, 0.69, 0.63], [0.4, 0.59, 0.13], [0.74, 0.25, 0.55], [0.97, 0.0, 0.05], [0.87, 0.66, 0.27], [0.44, 0.13, 0.77]]"
"[5.2, 5.2, 12.7]","[89.0, 89.0, 120.0]","['Ho', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho', 'Ni', 'Ni', 'Ni', 'Ni', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[[0.18, 0.11, 0.21], [0.85, 0.44, 0.54], [0.52, 0.77, 0.88], [0.18, 0.11, 0.96], [0.85, 0.44, 0.29], [0.52, 0.77, 0.63], [0.02, 0.77, 0.76], [0.68, 0.11, 0.1], [0.18, 0.61, 0.1], [0.52, 0.27, 0.76], [0.02, 0.27, 0.76], [0.68, 0.61, 0.1], [0.18, 0.11, 0.49], [0.85, 0.44, 0.83], [0.52, 0.77, 0.36], [0.85, 0.44, 0.01], [0.52, 0.77, 0.18], [0.18, 0.11, 0.61]]"
"[6.2, 6.2, 6.2]","[58.0, 58.0, 58.0]","['Ho', 'Ho', 'Bi', 'Bi', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.62, 0.98, 0.76], [0.12, 0.48, 0.26], [0.37, 0.73, 0.51], [0.87, 0.23, 0.01], [0.45, 0.11, 0.16], [0.28, 0.58, 0.89], [0.71, 0.34, 0.6], [0.79, 0.84, 0.1], [0.96, 0.09, 0.39], [0.21, 0.61, 0.47], [0.01, 0.29, 0.8], [0.51, 0.92, 0.39]]"
"[4.0, 4.0, 4.0]","[59.0, 59.0, 59.0]","['Fe', 'Fe', 'Fe', 'Si']","[[0.14, 0.12, 0.84], [0.39, 0.37, 0.09], [0.89, 0.87, 0.59], [0.64, 0.62, 0.34]]"
"[90.0, 90.0, 90.0]",[],[],[]
"[0.49, 0.49, 0.02]","[91.0, 91.0, 91.0]","['Tl', 'Tl', 'P', 'P', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.21, 0.29, 0.94], [0.82, 0.88, 0.44], [0.73, 0.81, 0.94], [0.31, 0.37, 0.44], [0.68, 0.12, 0.96], [0.48, 0.92, 0.96], [0.73, 0.8, 0.73], [0.23, 0.8, 0.58], [0.67, 0.65, 0.91], [0.05, 0.84, 0.91], [0.29, 0.61, 0.33], [0.29, 0.36, 0.65], [0.45, 0.34, 0.41], [0.88, 0.45, 0.41], [0.54, 0.34, 0.16], [0.25, 0.16, 0.33]]"
"[3.8, 4.3, 5.6]","[90.0, 71.0, 90.0]","['Pr', 'Pr', 'Ni', 'Ni']","[[0.65, 0.2, 0.01], [0.37, 0.7, 0.47], [0.93, 0.2, 0.57], [0.09, 0.7, 0.91]]"
"[2.5, 2.5, 7.1]","[90.0, 90.0, 90.0]","['Cr', 'Fe', 'Co', 'Co', 'Ni', 'Ni']","[[0.01, 0.9, 0.64], [0.01, 0.9, 0.14], [0.51, 0.4, 0.39], [0.51, 0.4, 0.89], [0.51, 0.4, 0.14], [0.51, 0.4, 0.64]]"
"[4.2, 4.2, 4.2]","[90.0, 90.0, 90.0]","['Th', 'Ru', 'Ru', 'Ru', 'C']","[[0.02, 0.48, 0.72], [0.02, 0.98, 0.22], [0.52, 0.48, 0.22], [0.52, 0.98, 0.72], [0.52, 0.98, 0.22]]"
"[11.6, 11.6, 4.4]","[90.0, 90.0, 120.0]","['Th', 'Th', 'Th', 'Th', 'Th', 'Th', 'Th', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te']","[[0.35, 0.64, 0.18], [0.75, 0.42, 0.18], [0.97, 0.83, 0.18], [0.1, 0.33, 0.68], [0.48, 0.12, 0.68], [0.26, 0.98, 0.68], [0.61, 0.83, 0.68], [0.26, 0.82, 0.18], [0.13, 0.48, 0.18], [0.59, 0.66, 0.18], [0.74, 0.83, 0.18], [0.99, 0.0, 0.18], [0.32, 0.3, 0.18], [0.49, 0.34, 0.68], [0.76, 0.16, 0.68], [0.62, 0.98, 0.18], [0.94, 0.64, 0.68], [0.46, 0.59, 0.68], [0.1, 0.12, 0.68]]"
"[3.7, 4.5, 5.8]","[66.0, 90.0, 90.0]","['Gd', 'Gd', 'Ga', 'Ga']","[[0.68, 0.51, 0.54], [0.18, 0.78, 0.11], [0.68, 0.23, 0.0], [0.18, 0.07, 0.66]]"
"[6.1, 6.1, 6.1]","[60.0, 60.0, 60.0]","['Fe', 'Ag', 'Ag', 'Ag', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.2, 0.25, 0.33], [0.95, 1.0, 0.08], [0.45, 1.0, 0.58], [0.95, 0.5, 0.58], [0.46, 0.49, 0.08], [0.46, 0.99, 0.08], [0.94, 0.49, 0.08], [0.46, 0.49, 0.59], [0.94, 0.99, 0.58], [0.94, 0.49, 0.58]]"
"[8.3, 8.3, 11.5]","[90.0, 90.0, 147.0]","['Bi', 'Bi', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']","[[0.4, 0.01, 0.48], [0.89, 0.52, 0.98], [0.3, 0.12, 0.79], [0.99, 0.42, 0.67], [0.28, 0.14, 0.17], [0.0, 0.41, 0.29], [0.73, 0.68, 0.48], [0.56, 0.85, 0.98]]"
"[6.1, 5.5, 7.1]","[70.0, 90.0, 90.0]","['V', 'V', 'V', 'V', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.99, 0.35, 0.17], [0.49, 0.77, 0.21], [0.0, 0.77, 0.71], [0.5, 0.35, 0.67], [0.2, 0.42, 0.99], [0.7, 0.7, 0.4], [0.79, 0.7, 0.9], [0.29, 0.42, 0.49], [0.66, 0.08, 0.74], [0.16, 0.04, 0.64], [0.33, 0.04, 0.14], [0.83, 0.08, 0.24], [0.14, 0.45, 0.72], [0.64, 0.66, 0.66], [0.85, 0.66, 0.16], [0.35, 0.45, 0.22]]"
"[6.7, 5.3, 5.3]","[76.0, 90.0, 90.0]","['Ag', 'Ag', 'Ag', 'Ag', 'O', 'O', 'O', 'O']","[[0.33, 0.74, 0.46], [0.09, 0.74, 0.96], [0.83, 0.25, 0.47], [0.59, 0.25, 0.97], [0.61, 0.92, 0.26], [0.11, 0.07, 0.18], [0.3, 0.07, 0.68], [0.8, 0.92, 0.76]]"
"[4.0, 4.0, 7.0]","[90.0, 90.0, 90.0]","['Na', 'Na', 'Fe', 'Fe', 'As', 'As']","[[0.11, 0.95, 0.15], [0.61, 0.45, 0.43], [0.11, 0.45, 0.8], [0.61, 0.95, 0.8], [0.11, 0.95, 0.64], [0.61, 0.45, 0.94]]"
"[4.0, 4.0, 6.5]","[90.0, 90.0, 90.0]","['Er', 'Er', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","[[0.03, 0.19, 0.52], [0.53, 0.69, 0.02], [0.69, 0.19, 0.19], [0.36, 0.19, 0.19], [0.53, 0.02, 0.69], [0.53, 0.35, 0.69], [0.86, 0.69, 0.35], [0.19, 0.69, 0.35], [0.03, 0.85, 0.85], [0.03, 0.52, 0.85]]"
"[0.76, 0.76, 0.77]","[0.21, 0.76, 0.15]","['Em', 'Em', 'Em', 'Em', 'Sb', 'Sb', 'Sb']","[[0.09, 0.77, 0.53], [0.59, 0.27, 0.53], [0.59, 0.77, 0.03], [0.09, 0.27, 0.03], [0.59, 0.77, 0.38], [0.59, 0.26, 0.88], [0.09, 0.27, 0.6]]"
"[6.4, 6.4, 11.4]","[90.0, 90.0, 119.0]","['Al', 'Al', 'Al', 'Al', 'Pb', 'Pb', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se']","[[0.17, 0.35, 0.63], [0.17, 0.35, 0.12], [0.83, 0.68, 0.63], [0.83, 0.68, 0.12], [0.5, 0.02, 0.38], [0.5, 0.02, 0.88], [0.16, 0.69, 0.51], [0.84, 0.02, 0.51], [0.5, 0.34, 0.51], [0.84, 0.34, 0.74], [0.5, 0.69, 0.74], [0.16, 0.02, 0.74], [0.84, 0.34, 0.01], [0.5, 0.69, 0.01], [0.16, 0.02, 0.01], [0.5, 0.34, 0.24], [0.16, 0.69, 0.24], [0.84, 0.02, 0.24]]"
"[4.9, 4.9, 8.2]","[90.0, 90.0, 119.0]","['Zr', 'Zr', 'Zr', 'Zr', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Mo', 'Mo']","[[0.72, 0.12, 0.97], [0.05, 0.78, 0.1], [0.05, 0.78, 0.47], [0.72, 0.12, 0.6], [0.21, 0.62, 0.78], [0.21, 0.11, 0.78], [0.73, 0.62, 0.78], [0.55, 0.28, 0.28], [0.55, 0.79, 0.28], [0.04, 0.28, 0.28], [0.88, 0.45, 0.03], [0.88, 0.45, 0.53], [0.38, 0.45, 0.03], [0.38, 0.45, 0.53]]"
"[8.4, 5.1, 5.5]","[88.0, 90.0, 90.0]","['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Te', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.79, 0.16, 0.51], [0.89, 0.66, 0.51], [0.29, 0.16, 0.01], [0.39, 0.66, 0.01], [0.5, 0.16, 0.51], [0.07, 0.66, 0.01], [0.0, 0.16, 0.01], [0.58, 0.66, 0.51], [0.64, 0.92, 0.38], [0.64, 0.4, 0.64], [0.81, 0.41, 0.13], [0.87, 0.91, 0.62], [0.02, 0.9, 0.12], [0.02, 0.43, 0.89], [0.27, 0.4, 0.39], [0.27, 0.92, 0.63], [0.42, 0.91, 0.88], [0.42, 0.4, 0.13], [0.64, 0.42, 0.39], [0.64, 0.91, 0.64]]"
"[5.2, 5.2, 5.2]","[59.0, 59.0, 59.0]","['Ca', 'Ca', 'Zn', 'Ga']","[[0.31, 0.15, 0.89], [0.81, 0.65, 0.39], [0.56, 0.4, 0.14], [0.06, 0.9, 0.64]]"
"[5.7, 5.3, 9.2]","[55.0, 90.0, 90.0]","['Tb', 'Tb', 'Tb', 'Tb', 'Mn', 'Mn', 'Ni', 'Ni', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.67, 0.27, 0.39], [0.82, 0.82, 0.89], [0.17, 0.82, 0.39], [0.32, 0.27, 0.89], [0.25, 0.55, 0.14], [0.75, 0.55, 0.64], [0.25, 0.05, 0.64], [0.75, 0.05, 0.14], [0.29, 0.42, 0.39], [0.21, 0.17, 0.38], [0.79, 0.17, 0.88], [0.71, 0.42, 0.89], [0.54, 0.77, 0.7], [0.94, 0.83, 0.57], [0.04, 0.83, 0.07], [0.44, 0.77, 0.2], [0.04, 0.33, 0.7], [0.45, 0.27, 0.57], [0.54, 0.27, 0.07], [0.95, 0.33, 0.2]]"
"[3.6, 3.6, 3.6]","[90.0, 90.0, 90.0]","['Zn', 'Co', 'Co', 'Co']","[[0.52, 0.94, 0.18], [0.52, 0.44, 0.68], [0.02, 0.94, 0.68], [0.02, 0.44, 0.18]]"
"[5.2, 5.2, 5.2]","[59.0, 59.0, 59.0]","['Tm', 'Tm', 'Cd', 'Hg']","[[0.85, 0.9, 0.47], [0.35, 0.4, 0.97], [0.1, 0.15, 0.72], [0.6, 0.65, 0.22]]"
"[5.5, 5.5, 5.5]","[59.0, 59.0, 59.0]","['Ac', 'Mg', 'Cd', 'Cd']","[[0.35, 0.3, 0.83], [0.85, 0.8, 0.33], [0.6, 0.55, 0.08], [0.1, 0.05, 0.58]]"
"[5.6, 5.6, 5.6]","[120.0, 120.0, 89.0]","['Sr', 'Sr', 'Ti', 'Ti', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.15, 0.61, 0.44], [0.65, 0.11, 0.44], [0.9, 0.86, 0.94], [0.4, 0.36, 0.94], [0.19, 0.56, 0.06], [0.69, 0.67, 0.44], [0.21, 0.11, 0.44], [0.71, 0.15, 0.82], [0.11, 0.06, 0.94], [0.61, 0.61, 0.94]]"
"[4.0, 4.0, 9.4]","[90.0, 90.0, 90.0]","['Y', 'Y', 'U', 'S', 'S', 'S', 'O', 'O']","[[0.76, 0.69, 0.58], [0.26, 0.19, 0.34], [0.76, 0.19, 0.96], [0.76, 0.69, 0.14], [0.26, 0.19, 0.78], [0.26, 0.69, 0.96], [0.76, 0.19, 0.46], [0.26, 0.69, 0.46]]"
"[3.5, 3.5, 3.5]","[109.0, 109.0, 109.0]",['Er'],"[[0.74, 0.32, 0.19]]"
"[5.8, 5.8, 5.8]","[59.0, 59.0, 59.0]","['Ac', 'Yb', 'Tl', 'Tl']","[[0.43, 0.85, 0.2], [0.93, 0.35, 0.7], [0.68, 0.1, 0.45], [0.18, 0.6, 0.95]]"
"[11.4, 11.4, 11.4]","[161.0, 161.0, 26.0]","['Ca', 'Ca', 'Ca', 'Cu', 'Cu', 'Cl', 'Cl', 'O', 'O', 'O', 'O']","[[0.56, 0.42, 0.54], [0.82, 0.68, 0.54], [0.71, 0.57, 0.54], [0.98, 0.84, 0.54], [0.39, 0.25, 0.54], [0.09, 0.95, 0.54], [0.28, 0.15, 0.54], [0.45, 0.81, 0.04], [0.92, 0.29, 0.04], [0.64, 0.02, 0.04], [0.75, 0.1, 0.04]]"
"[5.0, 5.1, 7.6]","[83.0, 80.0, 81.0]","['Li', 'Li', 'Mo', 'Mo', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.53, 0.94, 0.41], [0.51, 0.44, 0.91], [0.52, 0.69, 0.66], [0.52, 0.19, 0.16], [0.95, 0.12, 0.86], [0.08, 0.77, 0.96], [0.95, 0.62, 0.36], [0.08, 0.27, 0.46], [0.31, 0.64, 0.42], [0.81, 0.74, 0.8], [0.73, 0.25, 0.9], [0.75, 0.0, 0.6], [0.25, 0.88, 0.73], [0.13, 0.9, 0.09], [0.17, 0.51, 0.03], [0.88, 0.38, 0.53], [0.89, 0.66, 0.21], [0.83, 0.14, 0.31], [0.31, 0.14, 0.92], [0.19, 0.24, 0.26], [0.23, 0.74, 0.81], [0.38, 0.24, 0.53], [0.7, 0.64, 0.4], [0.38, 0.38, 0.73]]"
"[5.7, 8.0, 5.7]","[89.0, 90.0, 90.0]","['Sr', 'Sr', 'Sr', 'Sr', 'Ta', 'Ta', 'Cr', 'Cr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.53, 0.26, 0.53], [0.03, 0.76, 0.03], [0.03, 0.26, 0.03], [0.53, 0.76, 0.53], [0.03, 0.01, 0.53], [0.53, 0.51, 0.03], [0.53, 0.01, 0.03], [0.03, 0.51, 0.53], [0.03, 0.26, 0.53], [0.53, 0.76, 0.03], [0.53, 0.26, 0.04], [0.03, 0.76, 0.54], [0.3, 0.51, 0.26], [0.8, 0.01, 0.76], [0.26, 0.01, 0.79], [0.76, 0.51, 0.29], [0.8, 0.51, 0.79], [0.3, 0.01, 0.29], [0.76, 0.01, 0.26], [0.26, 0.51, 0.76]]"
"[6.1, 6.6, 7.0]","[90.0, 90.0, 90.0]","['Na', 'Na', 'Na', 'Na', 'La', 'La', 'La', 'La', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.96, 0.03, 0.74], [0.46, 0.7, 0.75], [0.46, 0.2, 0.24], [0.96, 0.53, 0.25], [0.96, 0.04, 0.24], [0.46, 0.69, 0.25], [0.46, 0.19, 0.74], [0.96, 0.54, 0.75], [0.81, 0.21, 0.03], [0.31, 0.52, 0.47], [0.61, 0.71, 0.97], [0.11, 0.02, 0.53], [0.11, 0.02, 0.97], [0.61, 0.71, 0.53], [0.31, 0.52, 0.03], [0.81, 0.21, 0.47], [0.26, 0.28, 0.74], [0.76, 0.45, 0.75], [0.16, 0.78, 0.25], [0.66, 0.95, 0.24]]"
"[8.8, 8.8, 15.2]","[84.0, 84.0, 119.0]","['Ba', 'Ba', 'Ba', 'Ba', 'Sr', 'Sr', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","[[0.1, 0.75, 0.66], [0.26, 0.6, 0.16], [0.62, 0.28, 0.16], [0.78, 0.12, 0.66], [0.44, 0.96, 0.41], [0.94, 0.46, 0.91], [0.39, 0.68, 0.57], [0.18, 0.49, 0.75], [0.91, 0.67, 0.25], [0.2, 0.94, 0.07], [0.65, 0.51, 0.75], [0.38, 0.21, 0.57], [0.65, 0.92, 0.07], [0.96, 0.22, 0.25], [0.56, 0.84, 0.75], [0.04, 0.32, 0.57], [0.73, 0.37, 0.07], [0.52, 0.14, 0.25]]"
"[6.5, 6.5, 6.5]","[138.0, 138.0, 59.0]","['Ga', 'Hg', 'Hg', 'Hg']","[[0.72, 0.87, 0.32], [0.22, 0.37, 0.32], [0.47, 0.12, 0.82], [0.97, 0.62, 0.82]]"
"[0.58, 0.58, 1.0]","[59.0, 59.0, 59.0]","['Rb', 'Rb', 'Mn', 'Cu', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.92, 0.06, 0.73], [0.42, 0.56, 0.23], [0.67, 0.81, 0.48], [0.17, 0.31, 0.98], [0.88, 0.59, 0.7], [0.45, 0.59, 0.7], [0.45, 0.03, 0.26], [0.45, 0.03, 0.7], [0.88, 0.59, 0.26], [0.88, 0.03, 0.26]]"
"[7.6, 7.6, 3.7]","[90.0, 90.0, 119.0]","['U', 'U', 'U', 'U', 'U', 'U', 'Si', 'Si', 'Si']","[[0.47, 0.92, 0.14], [0.21, 0.17, 0.14], [0.95, 0.64, 0.14], [0.85, 0.92, 0.64], [0.21, 0.52, 0.64], [0.61, 0.32, 0.64], [0.54, 0.58, 0.14], [0.87, 0.25, 0.14], [0.21, 0.92, 0.64]]"
"[5.2, 5.2, 5.2]","[59.0, 59.0, 59.0]","['Ta', 'Ta', 'Ta', 'Os']","[[0.71, 0.82, 0.62], [0.21, 0.32, 0.12], [0.96, 0.07, 0.87], [0.46, 0.57, 0.37]]"
"[5.7, 5.7, 7.0]","[90.0, 90.0, 114.0]","['Na', 'Na', 'V', 'V', 'Cd', 'Cd', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.33, 0.8, 0.51], [0.33, 0.8, 0.01], [0.83, 0.8, 0.76], [0.33, 0.3, 0.26], [0.83, 0.3, 0.51], [0.83, 0.3, 0.01], [0.57, 0.04, 0.76], [0.09, 0.55, 0.26], [0.08, 0.04, 0.76], [0.57, 0.55, 0.26], [0.07, 0.05, 0.26], [0.58, 0.54, 0.76], [0.83, 0.8, 0.51], [0.33, 0.3, 0.01]]"
"[4.3, 4.3, 4.1]","[90.0, 90.0, 120.0]","['Pu', 'Al', 'Al', 'Al']","[[0.38, 0.19, 0.85], [0.71, 0.86, 0.35], [0.04, 0.53, 0.35], [0.38, 0.53, 0.35]]"
"[5.2, 5.6, 9.2]","[106.0, 89.0, 61.0]","['Li', 'V', 'V', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.82, 0.48, 0.11], [0.65, 0.22, 0.45], [0.38, 0.17, 0.72], [0.14, 0.21, 0.96], [0.91, 0.17, 0.22], [0.52, 0.06, 0.85], [0.43, 0.05, 0.56], [0.02, 0.05, 0.34], [0.21, 0.05, 0.75], [0.72, 0.05, 0.26], [0.82, 0.54, 0.61], [0.88, 0.96, 0.02], [0.05, 0.55, 0.81], [0.92, 0.45, 0.37], [0.22, 0.55, 0.21], [0.31, 0.54, 0.5], [0.34, 0.45, 0.02]]"
"[5.7, 5.5, 9.6]","[54.0, 90.0, 90.0]","['Ca', 'Ca', 'Ca', 'Ca', 'Sc', 'Sc', 'Os', 'Os', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.84, 0.45, 0.76], [0.45, 0.45, 0.26], [0.95, 0.99, 0.26], [0.34, 0.99, 0.76], [0.89, 0.72, 0.51], [0.39, 0.72, 0.01], [0.39, 0.22, 0.51], [0.89, 0.22, 0.01], [0.19, 0.95, 0.05], [0.08, 0.95, 0.55], [0.58, 0.49, 0.97], [0.69, 0.49, 0.47], [0.59, 0.01, 0.96], [0.68, 0.01, 0.46], [0.18, 0.43, 0.05], [0.09, 0.43, 0.55], [0.36, 0.59, 0.77], [0.93, 0.59, 0.27], [0.43, 0.86, 0.26], [0.86, 0.86, 0.76]]"
"[5.5, 5.5, 6.9]","[51.0, 51.0, 46.0]","['Lu', 'Lu', 'Ga', 'Ga', 'Ga', 'Ni']","[[0.35, 0.43, 0.31], [0.44, 0.52, 0.73], [0.73, 0.82, 0.33], [0.05, 0.14, 0.71], [0.05, 0.14, 0.12], [0.67, 0.76, 0.9]]"
"[4.4, 4.4, 4.4]","[90.0, 90.0, 90.0]","['Co', 'Co', 'Co', 'Co', 'N', 'C']","[[0.16, 0.22, 0.67], [0.16, 0.72, 0.17], [0.66, 0.22, 0.17], [0.66, 0.72, 0.67], [0.91, 0.47, 0.92], [0.41, 0.97, 0.42]]"
"[8.2, 8.2, 6.1]","[90.0, 90.0, 120.0]","['Sb', 'Sb', 'Sb', 'Sb', 'I', 'I', 'I', 'I', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.76, 0.28, 0.69], [0.43, 0.62, 0.79], [0.09, 0.95, 0.29], [0.76, 0.28, 0.19], [0.56, 0.98, 0.49], [0.56, 0.42, 0.99], [0.96, 0.59, 0.49], [0.96, 0.42, 0.99], [0.45, 0.23, 0.49], [0.31, 0.5, 0.99], [0.99, 0.93, 0.49], [0.31, 0.88, 0.99], [0.53, 0.93, 0.99], [0.09, 0.14, 0.12], [0.73, 0.8, 0.62], [0.09, 0.14, 0.76], [0.99, 0.88, 0.99], [0.73, 0.29, 0.49], [0.37, 0.23, 0.99], [0.09, 0.59, 0.76], [0.73, 0.8, 0.26], [0.37, 0.5, 0.49], [0.73, 0.59, 0.12], [0.09, 0.59, 0.26], [0.45, 0.8, 0.49]]"
"[4.0, 4.0, 7.7]","[90.0, 90.0, 90.0]","['Ho', 'Ho', 'Ti', 'Ti', 'Ge', 'Ge']","[[0.22, 0.28, 0.16], [0.72, 0.78, 0.48], [0.22, 0.78, 0.82], [0.72, 0.28, 0.82], [0.22, 0.28, 0.58], [0.72, 0.78, 0.06]]"
"[5.1, 5.1, 7.0]","[89.0, 90.0, 90.0]","['Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.08, 0.58, 0.12], [0.58, 0.3, 0.87], [0.83, 0.8, 0.62], [0.33, 0.08, 0.37], [0.15, 0.38, 0.96], [0.65, 0.5, 0.03], [0.75, 0.0, 0.46], [0.25, 0.88, 0.53], [0.45, 0.16, 0.17], [0.95, 0.72, 0.82], [0.46, 0.22, 0.67], [0.96, 0.66, 0.32]]"
"[3.3, 5.6, 6.3]","[89.0, 90.0, 90.0]","['Ti', 'P', 'P', 'P', 'P', 'W', 'W', 'W']","[[0.86, 0.26, 0.2], [0.86, 0.46, 0.85], [0.86, 0.96, 0.46], [0.36, 0.89, 0.98], [0.36, 0.39, 0.34], [0.86, 0.76, 0.15], [0.36, 0.09, 0.65], [0.36, 0.59, 0.7]]"
"[6.8, 7.2, 7.7]","[105.0, 108.0, 84.0]","['Re', 'Re', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.52, 0.22, 0.35], [0.74, 0.54, 0.77], [0.11, 0.9, 0.25], [0.16, 0.96, 0.88], [0.83, 0.63, 0.48], [0.43, 0.32, 0.64], [0.69, 0.38, 0.07], [0.56, 0.37, 0.52], [0.71, 0.58, 0.95], [0.47, 0.27, 0.17], [0.6, 0.05, 0.42], [0.66, 0.8, 0.72], [0.94, 0.42, 0.81], [0.32, 0.42, 0.32], [0.19, 0.11, 0.22]]"
"[4.2, 4.2, 11.0]","[90.0, 90.0, 90.0]","['Ho', 'Ho', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Co']","[[0.37, 0.58, 0.7], [0.37, 0.58, 0.31], [0.87, 0.58, 0.89], [0.37, 0.08, 0.89], [0.87, 0.58, 0.13], [0.37, 0.08, 0.13], [0.87, 0.58, 0.52], [0.37, 0.08, 0.52], [0.87, 0.08, 0.7], [0.87, 0.08, 0.31], [0.37, 0.58, 0.02]]"
"[3.8, 3.8, 3.8]","[59.0, 59.0, 59.0]","['Mn', 'Be', 'Be', 'Rh']","[[0.7, 0.68, 0.67], [0.45, 0.43, 0.42], [0.95, 0.93, 0.92], [0.2, 0.18, 0.17]]"
